country,region,year,co2_emissions_mt,gdp_per_capita_usd,renewable_energy_pct,fossil_fuel_pct,solar_energy_pct,wind_energy_pct,hydro_energy_pct,nuclear_energy_pct,aqi_index,temp_anomaly_c,industrial_waste_mt,health_cost_pct_gdp,population_millions
Argentina,South America,2010,186.12,19031.485232979274,2.6680475513920925,97.33195244860791,0.002777888370597213,0.004942191511151655,0.01084514027116336,2.6494823312391804,156.1075771879966,0.0075127137824893,1.0547767639160157,2.6918126390952892,41.29
Argentina,South America,2011,189.88,20074.994600587986,2.9314222716623703,97.06857772833763,0.008617852955927225,0.0055778342241812,0.007098904841847078,2.9101276796404147,138.92468915643263,0.0076636993326246,1.0444051361083984,2.7847035579005577,41.73
Argentina,South America,2012,191.71,19665.88292127944,2.954435849348542,97.04556415065146,0.007873232610362817,0.003921268015620668,0.010212802548941432,2.9324285461736164,136.83425749971508,0.0077912961132824,1.075315399169922,3.1280069016107324,42.16
Argentina,South America,2013,189.52,19939.865807824644,3.091620490391051,96.90837950960895,0.004404564381359795,0.008006119464138544,0.0064386402429418964,3.0727711663026107,140.8276432689706,0.0079052625223994,1.092967300415039,2.887833021657888,42.58
Argentina,South America,2014,188.54,19239.24833126554,3.1117714673654433,96.88822853263456,0.0042433669573848695,0.007428932582576222,0.010942125376573608,3.089157042448909,154.365268991746,0.00803938601166,1.1042225646972657,3.2584404605894886,43.02
Argentina,South America,2015,191.81,19558.765004245575,3.0517183608038607,96.94828163919614,0.004171116181151774,0.004399171722513899,0.01492916558591459,3.0282189073142805,144.7935363071698,0.0081574516370892,1.099660415649414,2.7455929899109286,43.48
Argentina,South America,2016,190.02,18967.27472563293,2.6175255755898093,97.38247442441019,0.004210249279832607,0.0030487945632764074,0.008252063843840496,2.6020144679028596,137.22147254926273,0.0082741593942046,1.1182038116455078,2.920513632615317,43.9
Argentina,South America,2017,187.07,19330.852478560202,2.933420915081939,97.06657908491806,0.006012083898829484,0.00692580268589119,0.00621001698684001,2.914273011510378,146.28253423538126,0.0083797704428434,1.1588998413085938,2.924300899231058,44.29
Argentina,South America,2018,182.48,18670.681862491343,3.2295097069745964,96.7704902930254,0.006019450968142668,0.0074570103466639085,0.006758935495732481,3.2092743101640573,129.08570477536273,0.0084906537085771,1.1538678741455077,2.2800980574996346,44.65
Argentina,South America,2019,180.43,18167.465059611033,3.3635468110848024,96.6364531889152,0.005322672502700988,0.005201789232351539,0.010642128509656859,3.342380220840093,146.2177092852003,0.0086122285574674,1.1565325927734376,2.9350396500028673,44.97
Argentina,South America,2020,164.61,16281.97251148213,3.4190696398675584,96.58093036013244,0.007603004952688297,0.009921207114560947,0.008479548485384243,3.393065879314925,140.49099604554357,0.0087177762761712,1.1512625122070312,2.450346937696604,45.19
Argentina,South America,2021,190.2,17927.240654222624,3.7712478758091095,96.22875212419089,0.0048233797271539595,0.004910601382814955,0.007806695382638302,3.7537071993165028,137.48467467839356,0.0088422605767846,1.1274696350097657,2.5098907123888594,45.31
Argentina,South America,2022,183.77,18827.43506335373,4.053879453683834,95.94612054631617,0.006422517830085047,0.007559145787802019,0.01730455540393353,4.022593234662013,130.74745370526617,0.0089622624218463,1.1533333587646484,2.648757751471971,45.41
Argentina,South America,2023,178.41,,3.9744908327268718,96.02550916727313,0.0068866944079902645,0.011475276481369378,0.013416168151639993,3.942712693685872,129.29540833742436,0.0090798689052462,1.1460221862792968,2.657899815412827,45.54
Australia,Oceania,2000,349.9,36171.97568719818,4.233513899066807,95.7664861009332,0.008095071133326808,0.007787356759116322,0.01214059308526954,4.205490878089095,258.266614319401,0.0097079910337924,1.8512687683105469,4.275496089587278,19.13
Australia,Oceania,2001,357.67,36864.13249770029,4.209788253607613,95.79021174639239,0.010820637332182359,0.009585906321807487,0.019787055340612824,4.16959465461301,266.67707085755137,0.0099038267508149,1.9729893493652344,5.083028865075685,19.37
Australia,Oceania,2002,362.42,38124.62988358058,4.196287830689613,95.80371216931039,0.0058720651550474,0.007533128898132886,0.009854633177454459,4.173028003458978,248.23350005324633,0.0100894328206777,1.9063102722167968,4.643337884342083,19.6
Australia,Oceania,2003,370.78,39075.30382216983,3.920259930481535,96.07974006951846,0.007952125258054648,0.00607024967067429,0.01908287070680218,3.887154684846004,261.11253030694996,0.0103264171630144,1.4733676147460937,4.466381954227934,19.82
Australia,Oceania,2004,382.0,40395.341547096155,3.7271532512468895,96.27284674875311,0.008143193024087262,0.011062024230742372,0.010964912716862722,3.6969831212751973,238.59415894638025,0.0105565441772341,1.6844631958007812,3.856231104207332,20.05
Australia,Oceania,2005,385.08,41395.09693005343,3.736768972427541,96.26323102757246,0.004083917894444623,0.006795942200742564,0.017432815777876375,3.7084562965544774,252.96186234947035,0.0107489181682467,1.488770751953125,4.503918423867096,20.29
Australia,Oceania,2006,391.37,42091.05593532494,3.7600691099337666,96.23993089006623,0.008328890371001534,0.010483818703874352,0.014321458874582636,3.7269349419843083,258.74033060307056,0.010936040431261,1.6797377014160155,4.506062175490781,20.59
Australia,Oceania,2007,398.9,43487.020465727124,3.8802033764434185,96.11979662355658,0.0052035399374363855,0.005664744652858035,0.017383784818685466,3.851951307034439,250.08911848547223,0.0111417537555098,1.6557659912109375,4.535368032883462,20.95
Australia,Oceania,2008,404.28,43886.921666757524,3.8007125007850533,96.19928749921495,0.00429519730609532,0.00542061192591352,0.01882127839262327,3.7721754131604213,248.93475931788228,0.0114071751013398,1.4757911682128906,4.374021150739446,21.37
Australia,Oceania,2009,406.98,44214.723150294994,3.799138785939377,96.20086121406062,0.011009034481931499,0.004035704189641774,0.010885354426557827,3.7732086928412456,249.7487442366378,0.0116292629390954,1.5170991516113281,3.893742849562702,21.78
Australia,Oceania,2010,405.03,44886.31046330337,3.8611004159919844,96.13889958400802,0.011317904905190718,0.008893402517085995,0.018855322699579714,3.822033785870128,256.1734247580874,0.0119504202157258,1.4169651794433593,4.48227071463905,22.14
Australia,Oceania,2011,403.87,45552.062293094605,3.7999419834555397,96.20005801654446,0.009943668028299265,0.006600699434506113,0.012039909779617655,3.771357706213117,248.81571435905465,0.0122083164751529,1.938294982910156,4.389365696424381,22.48
Australia,Oceania,2012,405.01,46500.64650297856,3.84776012854293,96.15223987145707,0.00619192155980388,0.010499446549563137,0.01214559226546197,3.8189231681681015,226.3191579086425,0.0124329645186662,1.9451719665527343,4.311204833970497,22.85
Australia,Oceania,2013,397.85,46740.20442083844,3.938657617373053,96.06134238262695,0.0047080516490453994,0.007666281224587239,0.0118993200178288,3.914383964481592,222.6175362469384,0.0126474862918257,1.5362919616699218,3.8524206775677,23.24
Australia,Oceania,2014,392.61,47207.45012360144,4.16508129673376,95.83491870326624,0.009864853659400399,0.012230289973190065,0.015095182691285928,4.127890970409884,233.71210667036937,0.0128416558727622,1.6413336181640625,4.74299610873768,23.6
Australia,Oceania,2015,400.59,47574.05577364153,4.451801568520992,95.54819843147901,0.008370744692557759,0.0061036471321366335,0.010962272572047158,4.4263649041242505,244.8351114953672,0.0130238896235823,1.6108810424804687,3.843869618730348,23.95
Australia,Oceania,2016,409.67,48087.50755650553,4.691215608286882,95.30878439171312,0.0058362309525100955,0.0128410127347528,0.01717517110437141,4.655363193495248,213.47545503826657,0.013237977400422,1.4295057678222656,4.3089575299530525,24.33
Australia,Oceania,2017,413.41,48434.38230747558,5.263435009420846,94.73656499057915,0.010476097978493843,0.013438569135801047,0.019080554242073392,5.2204397880644775,234.52115250145485,0.0134498141705989,1.6651670837402344,4.185042748759845,24.73
Australia,Oceania,2018,414.78,49028.33045330955,5.714273889694553,94.28572611030545,0.006107284746322358,0.014524791025383888,0.024489694682225987,5.6691521192406205,232.26340762092173,0.0136457215994596,1.6804100036621095,4.474089983637815,25.12
Australia,Oceania,2019,414.93,49268.90997619013,6.51657443183143,93.48342556816857,0.01836788259688996,0.017526760001404483,0.029330774944842,6.451349014288293,248.93107404716622,0.0138381291180849,1.5425726318359374,4.506837629972279,25.48
Australia,Oceania,2020,398.55,47866.29839611398,5.964238143861394,94.0357618561386,0.009051089018114536,0.015042094774213116,0.01980916759272432,5.920335792476343,225.228672129501,0.0140398433431983,1.3522386169433593,4.445525414879657,25.74
Australia,Oceania,2021,388.47,49957.01810920205,5.733670163541888,94.26632983645811,0.013331038672505967,0.012914751711425188,0.01666777772084376,5.690756595437112,228.97359031325544,0.0142294485121965,1.407497100830078,4.047368855646244,25.96
Australia,Oceania,2022,384.08,51305.37427437371,6.247879501158565,93.75212049884144,0.010142945986324781,0.00788788386296627,0.017356638568964737,6.212492032740309,223.6857063985806,0.0144112790003418,1.3942269897460937,3.7493851748239457,26.2
Australia,Oceania,2023,384.32,,5.9954746460192325,94.00452535398077,0.012231583916373148,0.006385494414962577,0.015491536127463606,5.961366031560434,200.13226944995637,0.0145931001752614,1.4125392150878906,4.1282675973806215,26.45
Austria,Europe,2000,66.2,34994.714544082446,4.546468139303812,95.45353186069619,0.009517669872232027,0.012919678941784824,0.009879214965934918,4.514151575523861,180.14210377059698,0.0018788579618558,0.11488412857055665,3.3482294665649093,8.01
Austria,Europe,2001,70.19,35479.660408496,4.342968002635644,95.65703199736436,0.0059486019736196384,0.009699153172193185,0.013147657849210511,4.31417258964062,178.50171894835282,0.0019093122100457,0.11377044677734377,3.422495045260908,8.04
Austria,Europe,2002,71.99,36036.17925755169,4.32840900070488,95.67159099929512,0.012721926660227293,0.011223887360021608,0.012166045630525571,4.292297141054106,182.8811210003812,0.0019405353814363,0.1133095932006836,3.796523510219538,8.08
Austria,Europe,2003,77.41,36255.52605432938,4.023084824219808,95.97691517578019,0.010259935021057313,0.00789749535400536,0.019710107005263582,3.985217286839481,222.28737081387413,0.0019748175982385,0.11906376838684082,3.7470113603936555,8.12
Austria,Europe,2004,77.72,37155.76294904898,4.0729676221614,95.9270323778386,0.011726065162253094,0.005028552533077848,0.014960525220052999,4.041252479246016,161.9667654281834,0.0020092187914997,0.10705252647399903,3.270115516142712,8.17
Austria,Europe,2005,79.1,37845.84009000142,3.9663156976862552,96.03368430231374,0.011064651231126621,0.004959368443166786,0.012064862509430625,3.9382268155025315,200.96638525293866,0.002044205320999,0.1051872730255127,3.5384937371081513,8.23
Austria,Europe,2006,76.8,39085.945242996255,4.316386862010006,95.68361313799,0.009477922088682464,0.010234716859700503,0.01614934190427498,4.280524881157349,177.9622560146306,0.0020783909130841,0.1035720157623291,3.307745289540778,8.27
Austria,Europe,2007,74.09,40533.455674423894,4.7758702960476995,95.2241297039523,0.013581373847524898,0.008886040579376834,0.01154609676588959,4.7418567848549085,180.4929919771138,0.0021117513533681,0.100673246383667,3.409571561249107,8.3
Austria,Europe,2008,73.47,41196.95060955756,4.8259818526557865,95.17401814734421,0.005680108270653124,0.006761439236784959,0.01608080493161678,4.797459500216732,176.29735805607388,0.0021451110951602,0.09921383857727051,2.8706911704631013,8.32
Austria,Europe,2009,67.3,39678.387114288875,4.499320740891221,95.50067925910878,0.006262900256374603,0.008923003821416753,0.017451528694865638,4.466683308118564,166.6769789014316,0.0021754181943833,0.09770299911499024,2.933180549576775,8.35
Austria,Europe,2010,72.0,40505.52529830234,4.084161314099404,95.9158386859006,0.004453592401519438,0.004608640627742815,0.014158535461660232,4.0609405456084815,169.89219841682117,0.0022078128531575,0.09876218795776368,3.6235970423930812,8.37
Austria,Europe,2011,69.89,41665.92664350685,4.400221333269869,95.59977866673013,0.007263272256838386,0.00952182728938329,0.014104189616223955,4.3693320441074235,176.3918002427275,0.002239195164293,0.09650443077087402,3.5881261604590784,8.39
Austria,Europe,2012,67.26,41758.758775174196,4.463480558188422,95.53651944181158,0.007933187610065166,0.006864774220142369,0.022235030001298912,4.4264475663569165,155.0748804727188,0.002269416116178,0.09422757148742676,2.962406214365331,8.43
Austria,Europe,2013,67.76,41524.093658708436,4.454109425545155,95.54589057445484,0.006871345985618478,0.011558940440699989,0.020671273689692543,4.4150078654291445,177.8553268581702,0.0022999972570687,0.0954423999786377,3.4186222672845914,8.48
Austria,Europe,2014,64.16,41473.98410669303,4.672474800265519,95.32752519973448,0.012416985055359929,0.0075727916643284,0.018083495490037134,4.634401528055793,162.14700833139403,0.0023287069052457,0.09368380546569824,3.0060793816113676,8.55
Austria,Europe,2015,66.36,41428.35887120798,4.558995956032703,95.4410040439673,0.007811869903427277,0.008709689593569775,0.016905359173325203,4.525569037362382,156.4658023191355,0.002358304336667,0.08957509040832519,3.4104278528545624,8.64
Austria,Europe,2016,67.22,41798.5903456429,4.52317004018164,95.47682995981836,0.007064599155123798,0.004628293396107752,0.01746839874276524,4.4940087488876435,163.42343057222274,0.002388174412772,0.09004435539245606,3.054669115817315,8.74
Austria,Europe,2017,69.6,42446.99116661528,4.392845731110114,95.60715426888989,0.009160806075493896,0.005029341734671198,0.011438690562625893,4.367216892737323,182.3400677565892,0.0024191995617002,0.09211774826049805,3.486993711745882,8.8
Austria,Europe,2018,66.57,43265.67020465517,4.757458046447198,95.2425419535528,0.006098340222538238,0.008492001302658517,0.015154469801337856,4.727713235120663,161.07060594097103,0.0024489215575158,0.09208681106567385,3.4209387382981564,8.84
Austria,Europe,2019,67.95,43728.194610419065,4.51425160758923,95.48574839241077,0.01175688962753353,0.008847380919921783,0.009562893994540847,4.484084443047235,171.18442334817325,0.0024793168995529,0.09181015968322753,3.0057393281170004,8.88
Austria,Europe,2020,62.18,40720.17963499459,4.938732161195148,95.06126783880485,0.005675103484353316,0.01086541371794464,0.016923247850785608,4.9052683961420644,154.497347937229,0.0025070253759622,0.09103276252746582,3.4395943223447323,8.92
Austria,Europe,2021,65.75,42358.977758244546,4.943465310460709,95.05653468953929,0.014700747983323699,0.007827112990878623,0.017940200201487618,4.902997249285019,172.2848275680063,0.0025365438777953,0.09322781562805176,2.797418818165088,8.97
Austria,Europe,2022,61.45,43996.64490564364,5.078550157624221,94.92144984237578,0.01292231774729626,0.012137550892292083,0.013627015689805932,5.039863273294827,167.02837465193937,0.0025640833191573,0.09215062141418455,3.66134663376487,9.06
Austria,Europe,2023,56.91,,4.836305189699047,95.16369481030095,0.00675840455345565,0.013155934016304117,0.023659623529096587,4.792731227600191,174.48013469634162,0.0025894502177834,0.09275410652160644,3.179879479955874,9.13
Bangladesh,Asia,2000,26.54,1492.6257739058635,2.6541877772658324,97.34581222273417,0.002683501248814024,0.006793929702884636,0.012549965491514707,2.632160380822619,107.69903423371765,0.0012945249909535,0.7392310333251954,2.150374923391898,134.54
Bangladesh,Asia,2001,31.06,1558.1560272842214,3.0103689395415785,96.98963106045842,0.007920048450770859,0.003248903502041213,0.012542490576832717,2.9866574970119335,116.09479683267524,0.0013097856426611,0.7410482025146484,1.7905136979679215,136.81
Bangladesh,Asia,2002,32.01,1628.7291271224635,2.7638579574261684,97.23614204257383,0.006671164546542892,0.005419963856980382,0.009950330549745931,2.741816498472899,110.6125918256216,0.0013251857599243,0.7526362609863281,2.133363053996638,138.93
Bangladesh,Asia,2003,33.5,1718.9847740824657,2.492949640566337,97.50705035943366,0.0061277059556424625,0.003016120941710639,0.01149226719267516,2.472313546476309,122.86523629717135,0.0013412031112238,0.7602471923828125,2.1539018214466763,140.97
Bangladesh,Asia,2004,35.98,1822.0261184981068,2.1831344917680724,97.81686550823193,0.005550708284424087,0.0032399681371481407,0.005221963898230175,2.16912185144827,103.0793017454488,0.0013583906693384,0.7540503692626953,1.966974924315139,142.9
Bangladesh,Asia,2005,37.72,1936.653507310111,1.9900442617727947,98.0099557382272,0.0022847485303695778,0.005917048725847094,0.00869953696346137,1.9731429275531167,117.94302443322177,0.001375671941787,0.7695616912841797,2.3458951011948845,144.72
Bangladesh,Asia,2006,41.73,2071.3322653214245,1.6776175196582273,98.32238248034177,0.002880354292464071,0.0021557235581478053,0.003983439792302809,1.6685980020153126,108.99093871654227,0.0013947072438895,0.7806534576416015,2.5311925038065484,146.41
Bangladesh,Asia,2007,42.68,2210.109484293599,1.598118560953921,98.40188143904608,0.00196846355028869,0.003192683396695201,0.0070039655252909895,1.5859534484816462,110.38655273005118,0.0014151149662211,0.7885536193847656,2.328465849101007,147.99
Bangladesh,Asia,2008,45.34,2337.93688015082,1.5416282811711284,98.45837171882887,0.004202797582982135,0.0034475610055569655,0.0043586498090805005,1.529619272773509,112.1109404545627,0.0014369537821039,0.8175430297851562,2.3860780432933373,149.47
Bangladesh,Asia,2009,49.19,2470.2330331149265,1.4210710462914307,98.57892895370857,0.003192572888776084,0.003417576307639808,0.0065813661815624916,1.4078795309134522,113.99373504112829,0.0014596924884244,0.8280574035644531,1.9952439440043843,150.87
Bangladesh,Asia,2010,54.04,2628.663607998577,1.2584372931534205,98.74156270684658,0.0020912661225641824,0.0026670028418817153,0.006080927917836403,1.247598096271138,110.67116063528918,0.0014845308614894,0.8404332733154297,2.0065123432838083,152.2
Bangladesh,Asia,2011,55.59,2808.878750740424,1.250162454670516,98.74983754532948,0.0014090789810872835,0.0012745927478580714,0.003058382312410767,1.2444204006291597,114.04262388296823,0.0015100414166226,0.8474051666259765,2.8642994876328856,153.59
Bangladesh,Asia,2012,59.7,2956.447555476681,1.1581769264844155,98.84182307351558,0.0018785220255956823,0.0019143768356806314,0.003923934483670696,1.1504600931394684,127.93473527924633,0.0015375982038676,0.8527526092529297,2.326395454038967,155.07
Bangladesh,Asia,2013,64.76,3105.6578459602424,1.173578435709402,98.8264215642906,0.001936834704475275,0.0023887288768933484,0.005800953769563298,1.16345191835847,122.22551269530744,0.0015667694387957,0.8587966918945312,2.9524706787421082,156.53
Bangladesh,Asia,2014,67.55,3271.573003238295,1.1588375651854506,98.84116243481455,0.002849827659684538,0.001362483565046187,0.0039982472186578894,1.150627006742062,121.18558388025164,0.0015968474326655,0.865728988647461,2.3660509824197664,157.96
Bangladesh,Asia,2015,76.95,3464.008727395254,1.455110032905722,98.54488996709428,0.003310542579151668,0.0024755115637245684,0.006679890057516827,1.442644088705329,108.14271244364606,0.0016323580639436,0.8702571868896485,2.230969779941389,159.38
Bangladesh,Asia,2016,81.76,3668.4630024473186,1.3974501145372642,98.60254988546274,0.0038771212120016795,0.0014902494909042412,0.005263069028176861,1.3868196748061814,104.0570492476995,0.0016690249321982,0.867530746459961,2.486022336032171,160.81
Bangladesh,Asia,2017,86.53,3890.331128560142,1.4074545348902205,98.59254546510978,0.002736696610614284,0.001628645859221605,0.004399688412724559,1.39868950400766,122.69526714748903,0.0017086422303691,0.8900045776367187,2.844692000941422,162.19
Bangladesh,Asia,2018,86.61,4151.7824193398865,1.6317359440685522,98.36826405593145,0.002022028403671155,0.0029270838976997405,0.0046624417874629245,1.6221243899797182,121.69218597012245,0.0017494974890723,0.891010513305664,2.413831207438233,163.52
Bangladesh,Asia,2019,94.81,4349.0466765579395,1.6060867010396151,98.39391329896038,0.00389715263572898,0.002032392716213623,0.0041913551138918126,1.5959658005737807,128.04099711423794,0.001794435433112,0.8956245422363281,2.432183037771346,164.91
Bangladesh,Asia,2020,95.73,4536.183587388868,1.4809807655018403,98.51901923449816,0.003734396812867855,0.0031620149253257725,0.006346586936877059,1.4677377668267697,107.38059129877415,0.0018394384533166,0.9090712738037109,2.2013133262237226,166.3
Bangladesh,Asia,2021,98.53,4815.184962607552,1.585828198109084,98.41417180189092,0.003366006611831785,0.003772574177441654,0.005010616902512171,1.5736790004172985,111.13731601776156,0.0018850320484489,0.9228512573242188,2.3795843147538207,167.66
Bangladesh,Asia,2022,102.15,5066.236439093024,1.424557638868393,98.5754423611316,0.003621132009910579,0.0037055214344529444,0.005034139373468931,1.4121968460505603,97.2899050592137,0.0019323755986988,0.9314134979248049,2.324029587008346,169.38
Bangladesh,Asia,2023,104.53,,1.3845058435738054,98.6154941564262,0.0027518316209688277,0.0019387242090731335,0.004813894199153356,1.37500139354461,109.84450292145362,0.0019815661944448,0.9431926727294921,2.2587810044415035,171.47
Belgium,Europe,2000,126.78,33721.84372016049,4.986886721797802,95.0131132782022,0.010200505533583527,0.006657320052998129,0.018610248820560688,4.9514186473906605,214.90649357991873,0.0047752000391483,0.14840396881103515,4.124169786685646,10.25
Belgium,Europe,2001,126.09,33927.777853612395,4.753478972229402,95.2465210277706,0.008818093453295223,0.005747601032631429,0.021850466226164773,4.7170628115173105,199.586096037747,0.0048321993090212,0.1431094741821289,4.184885456285235,10.29
Belgium,Europe,2002,126.88,34424.309993007824,4.970561596245332,95.02943840375467,0.005223256266653917,0.0112973931103862,0.024565599143918614,4.929475347724374,210.66386808419165,0.0048896502703428,0.13905186653137208,3.985014773026502,10.33
Belgium,Europe,2003,128.29,34592.13783345101,4.799569075996217,95.20043092400378,0.005835233789120552,0.011581127175573202,0.015467823841998287,4.766684891189525,203.16726283693976,0.0049480628222227,0.13252832412719728,3.8441720621924698,10.38
Belgium,Europe,2004,128.81,35744.028440794995,4.879569016392935,95.12043098360706,0.005186290777767832,0.005187822563669941,0.021872945111152255,4.847321957940345,208.22036080884735,0.0050072981975972,0.1335092067718506,3.375852525414537,10.42
Belgium,Europe,2005,125.66,36343.573661620234,4.981841754965515,95.01815824503448,0.011322833675222868,0.014309964274659255,0.021389952980658752,4.934819004034974,190.46973397472638,0.0050644697621464,0.13090824127197265,2.7582967025469034,10.48
Belgium,Europe,2006,123.9,37055.22046519653,5.367192631079476,94.63280736892052,0.008741610841416714,0.005925072412363324,0.019969106348048226,5.332556841477647,200.5251525252645,0.0051207025535404,0.128951473236084,3.8249151591732824,10.55
Belgium,Europe,2007,120.49,38089.72921064896,5.500805056013917,94.49919494398608,0.011095901514612495,0.011455936292065781,0.02677869699613239,5.451474521211106,166.40827212508788,0.0051753376610577,0.12864701271057127,3.134085084617144,10.63
Belgium,Europe,2008,120.2,38123.39518909521,5.46309445794067,94.53690554205933,0.01537933720577746,0.013210423646254339,0.014211822560106018,5.420292874528533,193.55148692429324,0.0052297255024313,0.12879881858825684,3.442388988314269,10.71
Belgium,Europe,2009,107.81,36945.557036590246,5.074277701803169,94.92572229819683,0.007604233701009053,0.013913356108970782,0.01181186624154407,5.040948245751645,169.39719031107404,0.005278643220663,0.128892183303833,3.283414106233088,10.81
Belgium,Europe,2010,114.56,37604.096356927126,4.839645241368586,95.16035475863141,0.008811860762585218,0.01175150008740498,0.022077909391793875,4.797003971126802,201.98937643331078,0.0053304829634726,0.12767746925354004,3.7137089041738993,10.94
Belgium,Europe,2011,105.16,38132.85387263847,5.399712451125978,94.60028754887402,0.013559230231632597,0.014057914676264611,0.017913273100612782,5.3541820331174685,189.66595060043574,0.0053780279122292,0.12695023536682126,3.872989284797142,11.04
Belgium,Europe,2012,102.49,38176.45786648003,5.233827308056618,94.76617269194338,0.0076288074812232405,0.00878707468296785,0.02376632077078025,5.193645105121647,184.2935822993874,0.0054246899671852,0.12360921859741213,3.474530577267892,11.11
Belgium,Europe,2013,102.82,38170.49118512023,4.907978959792587,95.09202104020741,0.0056636105153254806,0.012906267988149553,0.022965761728472995,4.866443319560638,194.98504934301758,0.0054714959114789,0.124462308883667,3.395683803967231,11.16
Belgium,Europe,2014,97.08,38600.65408644855,5.199714607812666,94.80028539218733,0.008212964332513993,0.006032863281910793,0.011373714201355072,5.1740950659968865,165.63204607669292,0.0055158510804176,0.1240219020843506,3.447162608914873,11.21
Belgium,Europe,2015,101.33,39160.839865114394,4.8336142191389655,95.16638578086103,0.0063921772321366525,0.013484011243652061,0.02247821195971091,4.791259818703466,195.49996722737956,0.0055623636581003,0.12462313652038574,3.5628601531542117,11.28
Belgium,Europe,2016,99.82,39456.10857255905,4.8556326778322045,95.1443673221678,0.013884173280269167,0.010173447549399936,0.016241883321704304,4.8153331736808305,185.89985762045526,0.0056079630739986,0.12613652229309083,3.6323587270289766,11.33
Belgium,Europe,2017,99.28,39940.49853782986,4.78170484161555,95.21829515838445,0.012510091104758286,0.012597858248958045,0.01688562219519934,4.739711270066635,173.62420776623688,0.0056535336188972,0.12313297271728516,3.1347641124019496,11.38
Belgium,Europe,2018,100.26,40471.53160411137,4.968038292637061,95.03196170736294,0.01126158652672495,0.009462307408530702,0.019274883352246166,4.9280395153495595,187.56100057404794,0.0056994766928255,0.12441289901733399,3.306027943535536,11.43
Belgium,Europe,2019,99.8,41155.121776425876,5.088308117404566,94.91169188259543,0.013956828107505242,0.011637751338702564,0.024317776647750436,5.038395761310607,164.3482756817647,0.0057452819310128,0.12315547943115235,3.154822879963944,11.49
Belgium,Europe,2020,91.25,38781.639005790414,5.06109084278404,94.93890915721596,0.013196005620774718,0.01038943421654587,0.010412426556972902,5.0270929763897465,160.96681563603315,0.0057871579192578,0.12250138282775881,3.0793176432396363,11.54
Belgium,Europe,2021,94.93,41051.09924618284,4.985467247025738,95.01453275297426,0.006845745082729729,0.0122800984449826,0.017102796973821374,4.949238606524204,165.5583354763301,0.0058306674472987,0.12300041198730469,3.2928814782313314,11.57
Belgium,Europe,2022,88.91,42062.03555365169,4.917653308493215,95.08234669150679,0.013696244732392473,0.0057205092109031555,0.0199812423488335,4.878255312201086,161.87652217808287,0.0058715254999697,0.12028674125671389,3.0094306288564034,11.64
Belgium,Europe,2023,84.7,,4.638845822000405,95.3611541779996,0.009642696833077903,0.005198773847337695,0.019335270097747964,4.604669081222243,153.57643147900615,0.0059105614200234,0.11995561599731444,2.4063149685329797,11.71
